Country,University,City/Region,Course Archetype,Notes,Quality_0_3,Scale_0_3,Employability_0_3,GeoFit_0_2
Brazil,UFSCar – DC/UFSCar,São Carlos,Software Engineering (BEng),Heuristic simple scores; adjust when you have better data.,1,2,3,1
Brazil,UFSCar – DC/UFSCar,São Carlos,Statistics (BSc),Heuristic simple scores; adjust when you have better data.,2,2,3,1
Brazil,UFSM – CT/CCNE,Santa Maria,Computer Engineering (BEng),Heuristic simple scores; adjust when you have better data.,1,1,3,1
Brazil,UFSM – CT/CCNE,Santa Maria,Computer Science (BSc),Heuristic simple scores; adjust when you have better data.,2,1,3,1
Brazil,UFSM – CT/CCNE,Santa Maria,Data Science (BSc),Heuristic simple scores; adjust when you have better data.,2,1,3,1
Brazil,UFSM – CT/CCNE,Santa Maria,Industrial Engineering – Data/Analytics (BEng),Heuristic simple scores; adjust when you have better data.,1,1,3,1
Brazil,UFSM – CT/CCNE,Santa Maria,Information Systems (BSc),Heuristic simple scores; adjust when you have better data.,1,1,2,1
Brazil,UFSM – CT/CCNE,Santa Maria,Production Engineering (BEng),Heuristic simple scores; adjust when you have better data.,1,1,2,1
Brazil,UFSM – CT/CCNE,Santa Maria,Software Engineering (BEng),Heuristic simple scores; adjust when you have better data.,1,1,3,1
Brazil,UFU – FACOM,Uberlândia,Computer Engineering (BEng),Heuristic simple scores; adjust when you have better data.,1,2,3,1
Brazil,UFU – FACOM,Uberlândia,Computer Science (BSc),Heuristic simple scores; adjust when you have better data.,2,2,3,1
Brazil,UFU – FACOM,Uberlândia,Data Science (BSc),Heuristic simple scores; adjust when you have better data.,2,2,3,1
Brazil,UFU – FACOM,Uberlândia,Information Systems (BSc),Heuristic simple scores; adjust when you have better data.,1,2,2,1
Brazil,UFU – FACOM,Uberlândia,Production Engineering (BEng),Heuristic simple scores; adjust when you have better data.,1,2,2,1
Brazil,UFU – FACOM,Uberlândia,Software Engineering (BEng),Heuristic simple scores; adjust when you have better data.,1,2,3,1
Brazil,UNESP – FEIS/IBILCE,Bauru/SJRP,Computer Engineering (BEng),Heuristic simple scores; adjust when you have better data.,2,3,3,1
Brazil,UNESP – FEIS/IBILCE,Bauru/SJRP,Computer Science (BSc),Heuristic simple scores; adjust when you have better data.,3,3,3,1
Brazil,UNESP – FEIS/IBILCE,Bauru/SJRP,Data Science (BSc),Heuristic simple scores; adjust when you have better data.,3,3,3,1
Brazil,UNESP – FEIS/IBILCE,Bauru/SJRP,Industrial Engineering – Data/Analytics (BEng),Heuristic simple scores; adjust when you have better data.,2,3,3,1
Brazil,UNESP – FEIS/IBILCE,Bauru/SJRP,Information Systems (BSc),Heuristic simple scores; adjust when you have better data.,2,3,2,1
Brazil,UNESP – FEIS/IBILCE,Bauru/SJRP,Production Engineering (BEng),Heuristic simple scores; adjust when you have better data.,2,3,2,1
Brazil,UNESP – FEIS/IBILCE,Bauru/SJRP,Software Engineering (BEng),Heuristic simple scores; adjust when you have better data.,2,3,3,1
Brazil,UNESP – FEIS/IBILCE,Bauru/SJRP,Statistics (BSc),Heuristic simple scores; adjust when you have better data.,3,3,3,1
Brazil,UNICAMP – IC/IMECC/FEEC,Campinas,Computer Engineering (BEng),Heuristic simple scores; adjust when you have better data.,3,3,3,2
Brazil,UNICAMP – IC/IMECC/FEEC,Campinas,Computer Science (BSc),Heuristic simple scores; adjust when you have better data.,3,3,3,2
Brazil,UNICAMP – IC/IMECC/FEEC,Campinas,Data Science (BSc),Heuristic simple scores; adjust when you have better data.,3,3,3,2
Brazil,UNICAMP – IC/IMECC/FEEC,Campinas,Industrial Engineering – Data/Analytics (BEng),Heuristic simple scores; adjust when you have better data.,3,3,3,2
Brazil,UNICAMP – IC/IMECC/FEEC,Campinas,Information Systems (BSc),Heuristic simple scores; adjust when you have better data.,3,3,2,2
Brazil,UNICAMP – IC/IMECC/FEEC,Campinas,Production Engineering (BEng),Heuristic simple scores; adjust when you have better data.,3,3,2,2
Brazil,UNICAMP – IC/IMECC/FEEC,Campinas,Software Engineering (BEng),Heuristic simple scores; adjust when you have better data.,3,3,3,2
Brazil,USP – IME/Poli,São Paulo,Computer Engineering (BEng),Heuristic simple scores; adjust when you have better data.,3,3,3,2
Brazil,USP – IME/Poli,São Paulo,Computer Science (BSc),Heuristic simple scores; adjust when you have better data.,3,3,3,2
Brazil,USP – IME/Poli,São Paulo,Data Science (BSc),Heuristic simple scores; adjust when you have better data.,3,3,3,2
Brazil,USP – IME/Poli,São Paulo,Information Systems (BSc),Heuristic simple scores; adjust when you have better data.,3,3,2,2
Brazil,USP – IME/Poli,São Paulo,Production Engineering (BEng),Heuristic simple scores; adjust when you have better data.,3,3,2,2
Brazil,USP – IME/Poli,São Paulo,Software Engineering (BEng),Heuristic simple scores; adjust when you have better data.,3,3,3,2
Brazil,UnB – CIC/Eng,Brasília,Computer Engineering (BEng),Heuristic simple scores; adjust when you have better data.,1,2,3,2
Brazil,UnB – CIC/Eng,Brasília,Computer Science (BSc),Heuristic simple scores; adjust when you have better data.,2,2,3,2
Brazil,UnB – CIC/Eng,Brasília,Data Science (BSc),Heuristic simple scores; adjust when you have better data.,2,2,3,2
Brazil,UnB – CIC/Eng,Brasília,Information Systems (BSc),Heuristic simple scores; adjust when you have better data.,1,2,2,2
Brazil,UnB – CIC/Eng,Brasília,Production Engineering (BEng),Heuristic simple scores; adjust when you have better data.,1,2,2,2
Brazil,UnB – CIC/Eng,Brasília,Software Engineering (BEng),Heuristic simple scores; adjust when you have better data.,1,2,3,2
Mexico,BUAP – Facultad de Ciencias,Puebla,Computer Engineering (BEng),Heuristic simple scores; adjust when you have better data.,2,3,3,2
Mexico,BUAP – Facultad de Ciencias,Puebla,Computer Science (BSc),Heuristic simple scores; adjust when you have better data.,3,3,3,2
Mexico,BUAP – Facultad de Ciencias,Puebla,Data Science (BSc),Heuristic simple scores; adjust when you have better data.,3,3,3,2
Mexico,BUAP – Facultad de Ciencias,Puebla,Economics (BSc),Heuristic simple scores; adjust when you have better data.,2,3,2,2
Mexico,BUAP – Facultad de Ciencias,Puebla,Industrial Engineering – Data/Analytics (BEng),Heuristic simple scores; adjust when you have better data.,2,3,3,2
Mexico,BUAP – Facultad de Ciencias,Puebla,Information Systems (BSc),Heuristic simple scores; adjust when you have better data.,2,3,2,2
Mexico,BUAP – Facultad de Ciencias,Puebla,Software Engineering (BEng),Heuristic simple scores; adjust when you have better data.,2,3,3,2
Mexico,CINVESTAV – Computación,CDMX,Computer Engineering (BEng),Heuristic simple scores; adjust when you have better data.,2,2,3,1
Mexico,CINVESTAV – Computación,CDMX,Computer Science (BSc),Heuristic simple scores; adjust when you have better data.,3,2,3,1
Mexico,CINVESTAV – Computación,CDMX,Data Science (BSc),Heuristic simple scores; adjust when you have better data.,3,2,3,1
Mexico,CINVESTAV – Computación,CDMX,Industrial Engineering – Data/Analytics (BEng),Heuristic simple scores; adjust when you have better data.,2,2,3,1
Mexico,CINVESTAV – Computación,CDMX,Information Systems (BSc),Heuristic simple scores; adjust when you have better data.,2,2,2,1
Mexico,CINVESTAV – Computación,CDMX,Software Engineering (BEng),Heuristic simple scores; adjust when you have better data.,2,2,3,1
Mexico,IBERO – Universidad Iberoamericana,CDMX,Computer Engineering (BEng),Heuristic simple scores; adjust when you have better data.,2,2,3,1
Mexico,IBERO – Universidad Iberoamericana,CDMX,Computer Science (BSc),Heuristic simple scores; adjust when you have better data.,3,2,3,1
Mexico,IBERO – Universidad Iberoamericana,CDMX,Data Science (BSc),Heuristic simple scores; adjust when you have better data.,3,2,3,1
Mexico,IBERO – Universidad Iberoamericana,CDMX,Economics (BSc),Heuristic simple scores; adjust when you have better data.,2,2,2,1
Mexico,IBERO – Universidad Iberoamericana,CDMX,Industrial Engineering – Data/Analytics (BEng),Heuristic simple scores; adjust when you have better data.,2,2,3,1
Mexico,IBERO – Universidad Iberoamericana,CDMX,Information Systems (BSc),Heuristic simple scores; adjust when you have better data.,2,2,2,1
Mexico,IBERO – Universidad Iberoamericana,CDMX,Software Engineering (BEng),Heuristic simple scores; adjust when you have better data.,2,2,3,1
Mexico,IPN – ESCOM/ESFM,Ciudad de México,Computer Engineering (BEng),Heuristic simple scores; adjust when you have better data.,3,3,3,2
Mexico,IPN – ESCOM/ESFM,Ciudad de México,Computer Science (BSc),Heuristic simple scores; adjust when you have better data.,3,3,3,2
Mexico,IPN – ESCOM/ESFM,Ciudad de México,Data Science (BSc),Heuristic simple scores; adjust when you have better data.,3,3,3,2
Mexico,IPN – ESCOM/ESFM,Ciudad de México,Economics (BSc),Heuristic simple scores; adjust when you have better data.,3,3,2,2
Mexico,IPN – ESCOM/ESFM,Ciudad de México,Industrial Engineering – Data/Analytics (BEng),Heuristic simple scores; adjust when you have better data.,3,3,3,2
Mexico,IPN – ESCOM/ESFM,Ciudad de México,Information Systems (BSc),Heuristic simple scores; adjust when you have better data.,3,3,2,2
Mexico,IPN – ESCOM/ESFM,Ciudad de México,Software Engineering (BEng),Heuristic simple scores; adjust when you have better data.,3,3,3,2
Mexico,IPN – ESCOM/ESFM,Ciudad de México,Statistics (BSc),Heuristic simple scores; adjust when you have better data.,3,3,3,2
Mexico,ITAM – Computación/Economía,Ciudad de México,Computer Engineering (BEng),Heuristic simple scores; adjust when you have better data.,1,1,3,2
Mexico,ITAM – Computación/Economía,Ciudad de México,Computer Science (BSc),Heuristic simple scores; adjust when you have better data.,2,1,3,2
Mexico,ITAM – Computación/Economía,Ciudad de México,Data Science (BSc),Heuristic simple scores; adjust when you have better data.,2,1,3,2
Mexico,ITAM – Computación/Economía,Ciudad de México,Economics (BSc),Heuristic simple scores; adjust when you have better data.,1,1,2,2
Mexico,ITAM – Computación/Economía,Ciudad de México,Industrial Engineering – Data/Analytics (BEng),Heuristic simple scores; adjust when you have better data.,1,1,3,2
Mexico,ITAM – Computación/Economía,Ciudad de México,Information Systems (BSc),Heuristic simple scores; adjust when you have better data.,1,1,2,2
Mexico,ITAM – Computación/Economía,Ciudad de México,Software Engineering (BEng),Heuristic simple scores; adjust when you have better data.,1,1,3,2
Mexico,ITESM – Querétaro,Querétaro,Computer Engineering (BEng),Heuristic simple scores; adjust when you have better data.,1,1,3,1
Mexico,ITESM – Querétaro,Querétaro,Computer Science (BSc),Heuristic simple scores; adjust when you have better data.,2,1,3,1
Mexico,ITESM – Querétaro,Querétaro,Data Science (BSc),Heuristic simple scores; adjust when you have better data.,2,1,3,1
Mexico,ITESM – Querétaro,Querétaro,Economics (BSc),Heuristic simple scores; adjust when you have better data.,1,1,2,1
Mexico,ITESM – Querétaro,Querétaro,Industrial Engineering – Data/Analytics (BEng),Heuristic simple scores; adjust when you have better data.,1,1,3,1
Mexico,ITESM – Querétaro,Querétaro,Information Systems (BSc),Heuristic simple scores; adjust when you have better data.,1,1,2,1
Mexico,ITESM – Querétaro,Querétaro,Software Engineering (BEng),Heuristic simple scores; adjust when you have better data.,1,1,3,1
Mexico,ITESO – Sistemas,Guadalajara,Computer Engineering (BEng),Heuristic simple scores; adjust when you have better data.,2,2,3,2
Mexico,ITESO – Sistemas,Guadalajara,Computer Science (BSc),Heuristic simple scores; adjust when you have better data.,3,2,3,2
Mexico,ITESO – Sistemas,Guadalajara,Data Science (BSc),Heuristic simple scores; adjust when you have better data.,3,2,3,2
Mexico,ITESO – Sistemas,Guadalajara,Economics (BSc),Heuristic simple scores; adjust when you have better data.,2,2,2,2
Mexico,ITESO – Sistemas,Guadalajara,Industrial Engineering – Data/Analytics (BEng),Heuristic simple scores; adjust when you have better data.,2,2,3,2
Mexico,ITESO – Sistemas,Guadalajara,Information Systems (BSc),Heuristic simple scores; adjust when you have better data.,2,2,2,2
Mexico,ITESO – Sistemas,Guadalajara,Software Engineering (BEng),Heuristic simple scores; adjust when you have better data.,2,2,3,2
Mexico,ITESO – Sistemas,Guadalajara,Statistics (BSc),Heuristic simple scores; adjust when you have better data.,3,2,3,2
Mexico,La Salle – Ingeniería,Ciudad de México,Computer Engineering (BEng),Heuristic simple scores; adjust when you have better data.,1,1,3,2
Mexico,La Salle – Ingeniería,Ciudad de México,Computer Science (BSc),Heuristic simple scores; adjust when you have better data.,2,1,3,2
Mexico,La Salle – Ingeniería,Ciudad de México,Data Science (BSc),Heuristic simple scores; adjust when you have better data.,2,1,3,2
Mexico,La Salle – Ingeniería,Ciudad de México,Industrial Engineering – Data/Analytics (BEng),Heuristic simple scores; adjust when you have better data.,1,1,3,2
Mexico,La Salle – Ingeniería,Ciudad de México,Information Systems (BSc),Heuristic simple scores; adjust when you have better data.,1,1,2,2
Mexico,La Salle – Ingeniería,Ciudad de México,Software Engineering (BEng),Heuristic simple scores; adjust when you have better data.,1,1,3,2
Mexico,TecNM – Tecnológico Nacional de México,Várias cidades,Computer Engineering (BEng),Heuristic simple scores; adjust when you have better data.,1,1,3,1
Mexico,TecNM – Tecnológico Nacional de México,Várias cidades,Computer Science (BSc),Heuristic simple scores; adjust when you have better data.,2,1,3,1
Mexico,TecNM – Tecnológico Nacional de México,Várias cidades,Data Science (BSc),Heuristic simple scores; adjust when you have better data.,2,1,3,1
Mexico,TecNM – Tecnológico Nacional de México,Várias cidades,Economics (BSc),Heuristic simple scores; adjust when you have better data.,1,1,2,1
Mexico,TecNM – Tecnológico Nacional de México,Várias cidades,Industrial Engineering – Data/Analytics (BEng),Heuristic simple scores; adjust when you have better data.,1,1,3,1
Mexico,TecNM – Tecnológico Nacional de México,Várias cidades,Information Systems (BSc),Heuristic simple scores; adjust when you have better data.,1,1,2,1
Mexico,TecNM – Tecnológico Nacional de México,Várias cidades,Software Engineering (BEng),Heuristic simple scores; adjust when you have better data.,1,1,3,1
Mexico,Tecnológico de Monterrey (ITESM),Monterrey/CDMX,Computer Engineering (BEng),Heuristic simple scores; adjust when you have better data.,3,3,3,2
Mexico,Tecnológico de Monterrey (ITESM),Monterrey/CDMX,Computer Science (BSc),Heuristic simple scores; adjust when you have better data.,3,3,3,2
Mexico,Tecnológico de Monterrey (ITESM),Monterrey/CDMX,Data Science (BSc),Heuristic simple scores; adjust when you have better data.,3,3,3,2
Mexico,Tecnológico de Monterrey (ITESM),Monterrey/CDMX,Industrial Engineering – Data/Analytics (BEng),Heuristic simple scores; adjust when you have better data.,3,3,3,2
Mexico,Tecnológico de Monterrey (ITESM),Monterrey/CDMX,Information Systems (BSc),Heuristic simple scores; adjust when you have better data.,3,3,2,2
Mexico,Tecnológico de Monterrey (ITESM),Monterrey/CDMX,Software Engineering (BEng),Heuristic simple scores; adjust when you have better data.,3,3,3,2
Mexico,UABC – Facultad de Ingeniería,Mexicali/Tijuana,Computer Engineering (BEng),Heuristic simple scores; adjust when you have better data.,1,2,3,2
Mexico,UABC – Facultad de Ingeniería,Mexicali/Tijuana,Computer Science (BSc),Heuristic simple scores; adjust when you have better data.,2,2,3,2
Mexico,UABC – Facultad de Ingeniería,Mexicali/Tijuana,Data Science (BSc),Heuristic simple scores; adjust when you have better data.,2,2,3,2
Mexico,UABC – Facultad de Ingeniería,Mexicali/Tijuana,Economics (BSc),Heuristic simple scores; adjust when you have better data.,1,2,2,2
Mexico,UABC – Facultad de Ingeniería,Mexicali/Tijuana,Industrial Engineering – Data/Analytics (BEng),Heuristic simple scores; adjust when you have better data.,1,2,3,2
Mexico,UABC – Facultad de Ingeniería,Mexicali/Tijuana,Information Systems (BSc),Heuristic simple scores; adjust when you have better data.,1,2,2,2
Mexico,UABC – Facultad de Ingeniería,Mexicali/Tijuana,Software Engineering (BEng),Heuristic simple scores; adjust when you have better data.,1,2,3,2
Mexico,UABC – Facultad de Ingeniería,Mexicali/Tijuana,Statistics (BSc),Heuristic simple scores; adjust when you have better data.,2,2,3,2
Mexico,UADY – Matemáticas/Ingeniería,Mérida,Computer Engineering (BEng),Heuristic simple scores; adjust when you have better data.,2,2,3,1
Mexico,UADY – Matemáticas/Ingeniería,Mérida,Computer Science (BSc),Heuristic simple scores; adjust when you have better data.,3,2,3,1
Mexico,UADY – Matemáticas/Ingeniería,Mérida,Data Science (BSc),Heuristic simple scores; adjust when you have better data.,3,2,3,1
Mexico,UADY – Matemáticas/Ingeniería,Mérida,Economics (BSc),Heuristic simple scores; adjust when you have better data.,2,2,2,1
Mexico,UADY – Matemáticas/Ingeniería,Mérida,Industrial Engineering – Data/Analytics (BEng),Heuristic simple scores; adjust when you have better data.,2,2,3,1
Mexico,UADY – Matemáticas/Ingeniería,Mérida,Information Systems (BSc),Heuristic simple scores; adjust when you have better data.,2,2,2,1
Mexico,UADY – Matemáticas/Ingeniería,Mérida,Software Engineering (BEng),Heuristic simple scores; adjust when you have better data.,2,2,3,1
Mexico,UAEMex – UAEM,Toluca,Computer Engineering (BEng),Heuristic simple scores; adjust when you have better data.,1,2,3,1
Mexico,UAEMex – UAEM,Toluca,Computer Science (BSc),Heuristic simple scores; adjust when you have better data.,2,2,3,1
Mexico,UAEMex – UAEM,Toluca,Data Science (BSc),Heuristic simple scores; adjust when you have better data.,2,2,3,1
Mexico,UAEMex – UAEM,Toluca,Economics (BSc),Heuristic simple scores; adjust when you have better data.,1,2,2,1
Mexico,UAEMex – UAEM,Toluca,Industrial Engineering – Data/Analytics (BEng),Heuristic simple scores; adjust when you have better data.,1,2,3,1
Mexico,UAEMex – UAEM,Toluca,Information Systems (BSc),Heuristic simple scores; adjust when you have better data.,1,2,2,1
Mexico,UAEMex – UAEM,Toluca,Software Engineering (BEng),Heuristic simple scores; adjust when you have better data.,1,2,3,1
Mexico,UAEMex – UAEM,Toluca,Statistics (BSc),Heuristic simple scores; adjust when you have better data.,2,2,3,1
Mexico,UAM – Iztapalapa/Azcapotzalco,Ciudad de México,Computer Engineering (BEng),Heuristic simple scores; adjust when you have better data.,2,3,3,2
Mexico,UAM – Iztapalapa/Azcapotzalco,Ciudad de México,Computer Science (BSc),Heuristic simple scores; adjust when you have better data.,3,3,3,2
Mexico,UAM – Iztapalapa/Azcapotzalco,Ciudad de México,Data Science (BSc),Heuristic simple scores; adjust when you have better data.,3,3,3,2
Mexico,UAM – Iztapalapa/Azcapotzalco,Ciudad de México,Economics (BSc),Heuristic simple scores; adjust when you have better data.,2,3,2,2
Mexico,UAM – Iztapalapa/Azcapotzalco,Ciudad de México,Industrial Engineering – Data/Analytics (BEng),Heuristic simple scores; adjust when you have better data.,2,3,3,2
Mexico,UAM – Iztapalapa/Azcapotzalco,Ciudad de México,Information Systems (BSc),Heuristic simple scores; adjust when you have better data.,2,3,2,2
Mexico,UAM – Iztapalapa/Azcapotzalco,Ciudad de México,Software Engineering (BEng),Heuristic simple scores; adjust when you have better data.,2,3,3,2
Mexico,UAM – Iztapalapa/Azcapotzalco,Ciudad de México,Statistics (BSc),Heuristic simple scores; adjust when you have better data.,3,3,3,2
Mexico,UAM – Xochimilco,CDMX,Computer Engineering (BEng),Heuristic simple scores; adjust when you have better data.,1,2,3,1
Mexico,UAM – Xochimilco,CDMX,Computer Science (BSc),Heuristic simple scores; adjust when you have better data.,2,2,3,1
Mexico,UAM – Xochimilco,CDMX,Data Science (BSc),Heuristic simple scores; adjust when you have better data.,2,2,3,1
Mexico,UAM – Xochimilco,CDMX,Economics (BSc),Heuristic simple scores; adjust when you have better data.,1,2,2,1
Mexico,UAM – Xochimilco,CDMX,Industrial Engineering – Data/Analytics (BEng),Heuristic simple scores; adjust when you have better data.,1,2,3,1
Mexico,UAM – Xochimilco,CDMX,Information Systems (BSc),Heuristic simple scores; adjust when you have better data.,1,2,2,1
Mexico,UAM – Xochimilco,CDMX,Software Engineering (BEng),Heuristic simple scores; adjust when you have better data.,1,2,3,1
Mexico,UAM – Xochimilco,CDMX,Statistics (BSc),Heuristic simple scores; adjust when you have better data.,2,2,3,1
Mexico,UANL – FIME/FCFM,Monterrey,Computer Engineering (BEng),Heuristic simple scores; adjust when you have better data.,2,3,3,2
Mexico,UANL – FIME/FCFM,Monterrey,Computer Science (BSc),Heuristic simple scores; adjust when you have better data.,3,3,3,2
Mexico,UANL – FIME/FCFM,Monterrey,Data Science (BSc),Heuristic simple scores; adjust when you have better data.,3,3,3,2
Mexico,UANL – FIME/FCFM,Monterrey,Economics (BSc),Heuristic simple scores; adjust when you have better data.,2,3,2,2
Mexico,UANL – FIME/FCFM,Monterrey,Industrial Engineering – Data/Analytics (BEng),Heuristic simple scores; adjust when you have better data.,2,3,3,2
Mexico,UANL – FIME/FCFM,Monterrey,Information Systems (BSc),Heuristic simple scores; adjust when you have better data.,2,3,2,2
Mexico,UANL – FIME/FCFM,Monterrey,Software Engineering (BEng),Heuristic simple scores; adjust when you have better data.,2,3,3,2
Mexico,UANL – FIME/FCFM,Monterrey,Statistics (BSc),Heuristic simple scores; adjust when you have better data.,3,3,3,2
Mexico,UASLP – Ingeniería y Ciencias,San Luis Potosí,Computer Engineering (BEng),Heuristic simple scores; adjust when you have better data.,1,2,3,1
Mexico,UASLP – Ingeniería y Ciencias,San Luis Potosí,Computer Science (BSc),Heuristic simple scores; adjust when you have better data.,2,2,3,1
Mexico,UASLP – Ingeniería y Ciencias,San Luis Potosí,Data Science (BSc),Heuristic simple scores; adjust when you have better data.,2,2,3,1
Mexico,UASLP – Ingeniería y Ciencias,San Luis Potosí,Economics (BSc),Heuristic simple scores; adjust when you have better data.,1,2,2,1
Mexico,UASLP – Ingeniería y Ciencias,San Luis Potosí,Industrial Engineering – Data/Analytics (BEng),Heuristic simple scores; adjust when you have better data.,1,2,3,1
Mexico,UASLP – Ingeniería y Ciencias,San Luis Potosí,Information Systems (BSc),Heuristic simple scores; adjust when you have better data.,1,2,2,1
Mexico,UASLP – Ingeniería y Ciencias,San Luis Potosí,Software Engineering (BEng),Heuristic simple scores; adjust when you have better data.,1,2,3,1
Mexico,UASLP – Ingeniería y Ciencias,San Luis Potosí,Statistics (BSc),Heuristic simple scores; adjust when you have better data.,2,2,3,1
Mexico,UDEM – Ingeniería,Monterrey,Computer Engineering (BEng),Heuristic simple scores; adjust when you have better data.,1,1,3,2
Mexico,UDEM – Ingeniería,Monterrey,Computer Science (BSc),Heuristic simple scores; adjust when you have better data.,2,1,3,2
Mexico,UDEM – Ingeniería,Monterrey,Data Science (BSc),Heuristic simple scores; adjust when you have better data.,2,1,3,2
Mexico,UDEM – Ingeniería,Monterrey,Economics (BSc),Heuristic simple scores; adjust when you have better data.,1,1,2,2
Mexico,UDEM – Ingeniería,Monterrey,Industrial Engineering – Data/Analytics (BEng),Heuristic simple scores; adjust when you have better data.,1,1,3,2
Mexico,UDEM – Ingeniería,Monterrey,Information Systems (BSc),Heuristic simple scores; adjust when you have better data.,1,1,2,2
Mexico,UDEM – Ingeniería,Monterrey,Software Engineering (BEng),Heuristic simple scores; adjust when you have better data.,1,1,3,2
Mexico,UDG – CUCEI,Guadalajara,Computer Engineering (BEng),Heuristic simple scores; adjust when you have better data.,2,3,3,2
Mexico,UDG – CUCEI,Guadalajara,Computer Science (BSc),Heuristic simple scores; adjust when you have better data.,3,3,3,2
Mexico,UDG – CUCEI,Guadalajara,Data Science (BSc),Heuristic simple scores; adjust when you have better data.,3,3,3,2
Mexico,UDG – CUCEI,Guadalajara,Industrial Engineering – Data/Analytics (BEng),Heuristic simple scores; adjust when you have better data.,2,3,3,2
Mexico,UDG – CUCEI,Guadalajara,Information Systems (BSc),Heuristic simple scores; adjust when you have better data.,2,3,2,2
Mexico,UDG – CUCEI,Guadalajara,Software Engineering (BEng),Heuristic simple scores; adjust when you have better data.,2,3,3,2
Mexico,UDLAP – Ciencias de la Computación,Cholula,Computer Engineering (BEng),Heuristic simple scores; adjust when you have better data.,1,1,3,1
Mexico,UDLAP – Ciencias de la Computación,Cholula,Computer Science (BSc),Heuristic simple scores; adjust when you have better data.,2,1,3,1
Mexico,UDLAP – Ciencias de la Computación,Cholula,Data Science (BSc),Heuristic simple scores; adjust when you have better data.,2,1,3,1
Mexico,UDLAP – Ciencias de la Computación,Cholula,Economics (BSc),Heuristic simple scores; adjust when you have better data.,1,1,2,1
Mexico,UDLAP – Ciencias de la Computación,Cholula,Industrial Engineering – Data/Analytics (BEng),Heuristic simple scores; adjust when you have better data.,1,1,3,1
Mexico,UDLAP – Ciencias de la Computación,Cholula,Information Systems (BSc),Heuristic simple scores; adjust when you have better data.,1,1,2,1
Mexico,UDLAP – Ciencias de la Computación,Cholula,Software Engineering (BEng),Heuristic simple scores; adjust when you have better data.,1,1,3,1
Mexico,UNAM – Ciencias/Ing.,Ciudad de México,Computer Engineering (BEng),Heuristic simple scores; adjust when you have better data.,3,3,3,2
Mexico,UNAM – Ciencias/Ing.,Ciudad de México,Computer Science (BSc),Heuristic simple scores; adjust when you have better data.,3,3,3,2
Mexico,UNAM – Ciencias/Ing.,Ciudad de México,Data Science (BSc),Heuristic simple scores; adjust when you have better data.,3,3,3,2
Mexico,UNAM – Ciencias/Ing.,Ciudad de México,Economics (BSc),Heuristic simple scores; adjust when you have better data.,3,3,2,2
Mexico,UNAM – Ciencias/Ing.,Ciudad de México,Industrial Engineering – Data/Analytics (BEng),Heuristic simple scores; adjust when you have better data.,3,3,3,2
Mexico,UNAM – Ciencias/Ing.,Ciudad de México,Information Systems (BSc),Heuristic simple scores; adjust when you have better data.,3,3,2,2
Mexico,UNAM – Ciencias/Ing.,Ciudad de México,Software Engineering (BEng),Heuristic simple scores; adjust when you have better data.,3,3,3,2
Mexico,UNAM – Ciencias/Ing.,Ciudad de México,Statistics (BSc),Heuristic simple scores; adjust when you have better data.,3,3,3,2
Mexico,UPAEP – Ingeniería,Puebla,Computer Engineering (BEng),Heuristic simple scores; adjust when you have better data.,1,1,3,2
Mexico,UPAEP – Ingeniería,Puebla,Computer Science (BSc),Heuristic simple scores; adjust when you have better data.,2,1,3,2
Mexico,UPAEP – Ingeniería,Puebla,Data Science (BSc),Heuristic simple scores; adjust when you have better data.,2,1,3,2
Mexico,UPAEP – Ingeniería,Puebla,Economics (BSc),Heuristic simple scores; adjust when you have better data.,1,1,2,2
Mexico,UPAEP – Ingeniería,Puebla,Industrial Engineering – Data/Analytics (BEng),Heuristic simple scores; adjust when you have better data.,1,1,3,2
Mexico,UPAEP – Ingeniería,Puebla,Information Systems (BSc),Heuristic simple scores; adjust when you have better data.,1,1,2,2
Mexico,UPAEP – Ingeniería,Puebla,Software Engineering (BEng),Heuristic simple scores; adjust when you have better data.,1,1,3,2
Mexico,UPAEP – Ingeniería,Puebla,Statistics (BSc),Heuristic simple scores; adjust when you have better data.,2,1,3,2
Mexico,UV – Universidad Veracruzana,Xalapa,Computer Engineering (BEng),Heuristic simple scores; adjust when you have better data.,1,2,3,1
Mexico,UV – Universidad Veracruzana,Xalapa,Computer Science (BSc),Heuristic simple scores; adjust when you have better data.,2,2,3,1
Mexico,UV – Universidad Veracruzana,Xalapa,Data Science (BSc),Heuristic simple scores; adjust when you have better data.,2,2,3,1
Mexico,UV – Universidad Veracruzana,Xalapa,Economics (BSc),Heuristic simple scores; adjust when you have better data.,1,2,2,1
Mexico,UV – Universidad Veracruzana,Xalapa,Industrial Engineering – Data/Analytics (BEng),Heuristic simple scores; adjust when you have better data.,1,2,3,1
Mexico,UV – Universidad Veracruzana,Xalapa,Information Systems (BSc),Heuristic simple scores; adjust when you have better data.,1,2,2,1
Mexico,UV – Universidad Veracruzana,Xalapa,Software Engineering (BEng),Heuristic simple scores; adjust when you have better data.,1,2,3,1
Mexico,UdeG – CUCEA,Guadalajara,Computer Engineering (BEng),Heuristic simple scores; adjust when you have better data.,1,1,3,2
Mexico,UdeG – CUCEA,Guadalajara,Computer Science (BSc),Heuristic simple scores; adjust when you have better data.,2,1,3,2
Mexico,UdeG – CUCEA,Guadalajara,Data Science (BSc),Heuristic simple scores; adjust when you have better data.,2,1,3,2
